Tree	Shift_order	Net_Diversification	Relative_Extinction	Taxa_No
480	2	0.331191488	0.899068762	6_S_Am
480	3	0.185316907	0.924968027	0_Euphrasia
481	1	0.162852385	0.360876272	Background
481	2	0.197671893	0.980913693	6_S_Am
481	3	0.193236876	0.947119011	0_Euphrasia
482	1	0.087401568	0.592988276	Background
482	2	0.223183311	0.916059648	6_S_Am
482	3	0.1728677	0.753989975	0_Euphrasia
483	1	0.216630637	7.67E-07	Background
483	2	0.296896489	0.91696712	6_S_Am
484	1	0.220996934	4.67E-07	Background
484	2	0.279319004	0.872905928	6_S_Am
484	3	2.27E-17	3.90E-06	3_B_alpina
485	1	0.186265055	6.44E-08	Background
485	2	0.199245384	0.923755935	6_S_Am
486	1	0.236953565	0.519031102	Background
486	2	4.23E-17	0.000605794	3_B_alpina
487	1	0.232922895	0.295511745	Background
488	1	0.201868728	8.09E-07	Background
489	1	0.14612711	0.020425976	Background
489	2	0.305193899	1.22E-06	5_Euph_Bart_No_Africa
489	3	0.059118539	2.33E-07	4_Africa
490	1	0.147546125	1.19E-05	Background
490	2	0.265569835	0.703646584	5_Euph_Bart_No_Africa
490	3	0.073137599	3.76E-09	4_Africa
491	1	0.156558937	6.62E-07	Background
491	2	0.306940902	0.849834558	6_S_Am
491	3	0.198572592	0.872040379	0_Euphrasia
492	1	0.140437053	8.50E-08	Background
492	2	0.246456048	0.875960221	6_S_Am
492	3	0.169515258	0.865700124	0_Euphrasia
493	1	0.154621584	1.25E-07	Background
493	2	0.232827856	0.950103173	6_S_Am
493	3	0.220841482	0.830431334	0_Euphrasia
494	1	0.160842408	0.00053412	Background
494	2	0.319196192	0.905060191	6_S_Am
494	3	0.210833329	0.861395416	0_Euphrasia
495	1	0.258257996	7.17E-07	Background
495	2	0.263292673	0.927091026	6_S_Am
495	3	2.27E-17	3.90E-06	3_B_alpina
496	1	0.181997578	0.075323971	Background
496	2	2.27E-17	3.90E-06	3_B_alpina
497	1	0.151195109	4.32E-08	Background
497	2	0.198460395	0.925198887	6_S_Am
497	3	0.218607715	0.736983283	0_Euphrasia
498	1	0.124998598	0.498585452	Background
498	2	0.316465331	1.64E-06	7_Internal
499	1	0.133287993	0.255561219	Background
499	2	0.283616429	4.39E-07	7_Internal
500	1	0.133605446	2.90E-06	Background
500	2	0.259247726	4.59E-07	7_Internal
501	1	0.122359524	0.219470926	Background
501	2	0.237631258	1.63E-05	7_Internal
502	1	0.197399992	0.278989717	Background
503	1	0.240794478	0.120330935	Background
503	2	2.27E-17	3.90E-06	3_B_alpina
504	1	0.082569981	0.764786698	Background
504	2	0.291878907	4.98E-05	7_Internal
505	1	0.167962451	4.06E-08	Background
505	2	0.257372701	0.896766364	6_S_Am
505	3	0.209415453	0.865593362	0_Euphrasia
506	1	0.122031259	0.154430433	Background
506	2	0.214836727	0.822180679	5_Euph_Bart_No_Africa
506	3	0.065683649	5.93E-07	4_Africa
507	1	0.11368869	0.328541336	Background
507	2	0.256007163	0.698796258	5_Euph_Bart_No_Africa
507	3	0.071254252	1.59E-08	4_Africa
508	1	0.128596948	3.15E-07	Background
508	2	0.256128485	0.736597379	5_Euph_Bart_No_Africa
508	3	0.063897144	7.06E-08	4_Africa
509	1	0.120176738	0.384191751	Background
509	2	0.273200551	0.482026696	5_Euph_Bart_No_Africa
509	3	0.072717838	9.58E-08	4_Africa
510	1	0.138411053	0.106026919	Background
510	2	0.270081533	0.571827084	5_Euph_Bart_No_Africa
510	3	0.064944478	1.02E-07	4_Africa
512	1	0.210938953	0.554144476	Background
512	2	2.27E-17	3.90E-06	3_B_alpina
512	3	0.066522995	8.68E-07	4_Africa
513	1	0.064063636	0.853203149	Background
513	2	0.054484261	6.88E-07	4_Africa
513	3	0.271618456	3.86E-06	5_Euph_Bart_No_Africa
514	1	0.186240805	0.417457759	Background
514	2	2.27E-17	3.90E-06	3_B_alpina
515	1	0.205780984	1.27E-06	Background
515	2	0.257715401	0.896898381	6_S_Am
516	1	0.186105599	0.232609623	Background
516	2	2.27E-17	3.90E-06	3_B_alpina
517	1	0.083606581	0.700932687	Background
517	2	0.271863703	3.65E-06	7_Internal
518	1	0.240764279	0.00021368	Background
518	2	2.27E-17	3.90E-06	3_B_alpina
519	1	0.194249641	1.35E-05	Background
519	2	2.27E-17	3.90E-06	3_B_alpina
520	1	0.218951401	0.008185561	Background
520	2	2.27E-17	3.90E-06	3_B_alpina
521	1	0.16152331	4.61E-07	Background
521	2	0.281971986	0.641464302	6_S_Am
522	1	0.148115291	5.67E-08	Background
522	2	0.191463411	0.920153625	6_S_Am
522	3	0.21741417	0.706970997	0_Euphrasia
523	1	0.18975561	0.271441272	Background
523	2	2.27E-17	3.90E-06	3_B_alpina
523	3	0.049737616	7.33E-07	4_Africa
524	1	0.227382818	1.45E-07	Background
524	2	2.27E-17	3.90E-06	3_B_alpina
525	1	0.060664669	0.819106329	Background
525	2	0.341756044	0.000175262	5_Euph_Bart_No_Africa
525	3	0.075856873	8.31E-09	4_Africa
526	1	0.140106633	0.208706497	Background
526	2	0.317394627	0.213267302	5_Euph_Bart_No_Africa
526	3	0.074750493	1.51E-06	4_Africa
527	1	0.115835316	0.555623268	Background
527	2	0.320476114	1.14E-06	5_Euph_Bart_No_Africa
527	3	0.068051996	6.36E-08	4_Africa
528	1	0.080365844	0.694808603	Background
528	2	0.254625452	1.05E-06	5_Euph_Bart_No_Africa
528	3	0.058929418	7.33E-08	4_Africa
529	1	0.241401911	1.87E-08	Background
530	1	0.138472187	9.53E-08	Background
530	2	0.196504781	0.917490275	6_S_Am
530	3	0.195249969	0.795343593	0_Euphrasia
531	1	0.144665888	1.07E-07	Background
531	2	0.230370893	0.888552624	6_S_Am
531	3	0.179599587	0.843909413	0_Euphrasia
532	1	0.220504681	0.275838363	Background
532	2	2.27E-17	3.90E-06	3_B_alpina
532	3	0.056801084	1.63E-07	4_Africa
533	1	0.138762124	8.83E-07	Background
533	2	0.182675516	0.920982393	6_S_Am
533	3	0.202546876	0.768590571	0_Euphrasia
534	1	0.116327949	0.45828586	Background
534	2	0.270734569	0.43584977	5_Euph_Bart_No_Africa
534	3	0.067853014	2.93E-07	4_Africa
535	1	0.135126673	0.218054099	Background
535	2	0.278748685	0.142383011	5_Euph_Bart_No_Africa
535	3	0.061390974	2.63E-07	4_Africa
536	1	0.186326302	4.08E-05	Background
536	2	0.224496316	0.862929139	6_S_Am
537	1	0.186586261	0.638354138	Background
537	2	2.27E-17	3.90E-06	3_B_alpina
538	1	0.172495657	9.99E-07	Background
538	2	0.2589069	0.93057765	6_S_Am
538	3	0.182847039	0.934943865	0_Euphrasia
539	1	0.113159565	0.490164503	Background
539	2	0.212760684	0.854247358	5_Euph_Bart_No_Africa
539	3	0.079335947	2.07E-07	4_Africa
540	1	0.12346435	2.36E-06	Background
540	2	0.241568293	9.34E-07	7_Internal
541	1	0.133136564	8.24E-05	Background
541	2	0.327978984	0.440360696	5_Euph_Bart_No_Africa
541	3	0.083998355	6.74E-08	4_Africa
543	1	0.123133474	0.409537624	Background
543	2	0.243499411	0.591948237	5_Euph_Bart_No_Africa
543	3	0.070549191	5.87E-07	4_Africa
544	1	0.142371054	0.248020354	Background
544	2	0.288279312	8.99E-08	7_Internal
545	1	0.173456984	2.88E-07	Background
545	2	0.296138156	0.883171349	6_S_Am
545	3	0.185012829	0.938986998	0_Euphrasia
546	1	0.094355604	0.707107652	Background
546	2	0.319306179	0.328419707	5_Euph_Bart_No_Africa
546	3	0.081147082	4.99E-08	4_Africa
547	1	0.142413861	5.13E-05	Background
547	2	0.219568999	0.919997128	6_S_Am
547	3	0.186691375	0.839829631	0_Euphrasia
548	1	0.162602006	1.48E-05	Background
548	2	0.267607923	0.946264862	6_S_Am
548	3	0.189948311	0.937782192	0_Euphrasia
549	1	0.135949057	0.000529941	Background
549	2	0.248167671	0.465956828	5_Euph_Bart_No_Africa
549	3	0.067611039	2.26E-07	4_Africa
550	1	0.121568719	0.44826	Background
550	2	0.243626466	0.687807295	5_Euph_Bart_No_Africa
550	3	0.073788137	9.78E-08	4_Africa
551	1	0.222041374	1.11E-06	Background
551	2	0.270598651	0.878820955	6_S_Am
552	1	0.109551553	0.659961486	Background
552	2	0.261739043	0.779786116	5_Euph_Bart_No_Africa
552	3	0.10255589	6.87E-07	4_Africa
553	1	0.139958193	0.091008355	Background
553	2	0.303606908	0.143168018	5_Euph_Bart_No_Africa
553	3	0.065966604	9.56E-07	4_Africa
554	1	0.091037467	0.313039552	Background
554	2	0.179926658	0.654095235	5_Euph_Bart_No_Africa
554	3	0.046914786	2.10E-08	4_Africa
555	1	0.136790931	4.17E-06	Background
555	2	0.214099694	0.96072354	6_S_Am
555	3	0.210667346	0.840386368	0_Euphrasia
556	1	0.087952247	0.642061897	Background
556	2	0.197779991	0.825837193	5_Euph_Bart_No_Africa
556	3	0.071516453	6.33E-06	4_Africa
557	1	0.103751408	0.132708237	Background
557	2	0.188750607	0.922585999	6_S_Am
557	3	0.186316202	0.621973252	0_Euphrasia
558	1	0.184510905	1.71E-07	Background
558	2	0.17677423	0.926323169	6_S_Am
559	1	0.223780068	5.53E-07	Background
559	2	2.27E-17	3.90E-06	3_B_alpina
560	1	0.198210833	3.31E-05	Background
560	2	0.23402689	0.888423156	6_S_Am
561	1	0.22985301	3.79E-06	Background
562	1	0.14786369	2.46E-06	Background
562	2	0.285735586	0.152104808	7_Internal
563	1	0.145632874	7.18E-07	Background
563	2	0.274396474	0.189117072	7_Internal
564	1	0.131565677	4.70E-05	Background
564	2	0.2698018	2.85E-07	7_Internal
565	1	0.142535893	0.096487571	Background
565	2	0.252567671	0.57648	5_Euph_Bart_No_Africa
565	3	0.076160197	7.26E-07	4_Africa
566	1	0.105149189	0.553015658	Background
566	2	0.293794131	0.228163285	5_Euph_Bart_No_Africa
566	3	0.066159441	4.30E-09	4_Africa
567	1	0.14962637	0.21463913	Background
567	2	0.31971204	9.51E-07	5_Euph_Bart_No_Africa
567	3	0.073091554	6.78E-09	4_Africa
568	1	0.230105714	0.000601641	Background
568	2	2.27E-17	3.90E-06	3_B_alpina
569	1	0.148402502	9.77E-06	Background
569	2	0.180297019	0.842117045	0_Euphrasia
570	1	0.142623267	0.064258186	Background
570	2	0.268585837	0.000525983	7_Internal
571	1	0.12389501	0.209374188	Background
571	2	0.236952444	5.88E-07	7_Internal
572	1	0.113695769	0.588135548	Background
572	2	0.27531802	1.28E-06	7_Internal
573	1	0.114750001	0.432790731	Background
573	2	0.251179123	0.350527138	5_Euph_Bart_No_Africa
573	3	0.059024811	6.03E-05	4_Africa
574	1	0.130203885	0.182690679	Background
574	2	0.248799941	5.23E-08	7_Internal
575	1	0.140188969	0.13092952	Background
575	2	0.305041892	4.57E-06	5_Euph_Bart_No_Africa
575	3	0.063094784	2.63E-07	4_Africa
576	1	0.119917316	0.192741352	Background
576	2	0.279491515	0.20467584	5_Euph_Bart_No_Africa
576	3	0.060946784	4.11E-07	4_Africa
577	1	0.149240139	9.19E-05	Background
577	2	0.221441354	0.908769838	6_S_Am
577	3	0.214042886	0.737734667	0_Euphrasia
578	1	0.211227646	2.38E-07	Background
578	2	0.199393553	0.924006176	6_S_Am
578	3	2.27E-17	3.90E-06	3_B_alpina
579	1	0.152656601	1.89E-07	Background
579	2	0.24277385	0.876074001	6_S_Am
579	3	0.218475676	0.720719542	0_Euphrasia
580	1	0.136824401	2.66E-07	Background
580	2	0.270010384	0.902311963	6_S_Am
580	3	0.194715104	0.862191907	0_Euphrasia
581	1	0.113748497	0.187079771	Background
581	2	0.247472394	1.51E-07	7_Internal
582	1	0.14350621	1.42E-05	Background
582	2	0.300947896	0.478818469	5_Euph_Bart_No_Africa
582	3	0.071515719	7.41E-08	4_Africa
583	1	0.147162899	0.166910586	Background
583	2	0.288710693	0.495965761	5_Euph_Bart_No_Africa
583	3	0.072086997	5.18E-08	4_Africa
584	1	0.159326055	1.88E-06	Background
584	2	0.300909534	0.856134772	6_S_Am
584	3	0.198741469	0.870846712	0_Euphrasia
585	1	0.087701976	0.65614378	Background
585	2	0.222022495	0.80222499	5_Euph_Bart_No_Africa
585	3	0.076182792	4.74E-06	4_Africa
586	1	0.186557209	6.24E-08	Background
586	2	0.232669406	0.952598887	6_S_Am
587	1	0.14658069	0.002114593	Background
587	2	0.410623496	0.791356648	6_S_Am
587	3	0.197543046	0.855556563	0_Euphrasia
588	1	0.208360762	2.12E-07	Background
588	2	0.243396716	0.89629889	6_S_Am
588	3	2.27E-17	3.90E-06	3_B_alpina
589	1	0.097335055	0.719548487	Background
589	2	0.301038745	3.28E-06	7_Internal
590	1	0.21672919	7.89E-06	Background
590	2	0.266144502	0.930172852	6_S_Am
591	1	0.138467263	0.336151235	Background
591	2	0.303814796	6.46E-06	7_Internal
592	1	0.109543936	8.09E-07	Background
592	2	0.242216187	0.393729203	5_Euph_Bart_No_Africa
592	3	0.061216259	1.71E-08	4_Africa
593	1	0.150300954	2.29E-06	Background
593	2	0.304660461	0.173625229	5_Euph_Bart_No_Africa
593	3	0.06943771	5.72E-06	4_Africa
594	1	0.096874076	0.679971843	Background
594	2	0.266419342	4.74E-08	7_Internal
595	1	0.123097886	0.588930934	Background
595	2	0.325526892	1.05E-06	7_Internal
596	1	0.106867545	0.194468058	Background
596	2	0.241533233	0.740850742	5_Euph_Bart_No_Africa
596	3	0.083039695	1.83E-06	4_Africa
597	1	0.106673201	0.521334389	Background
597	2	0.344508811	0.4020054	5_Euph_Bart_No_Africa
597	3	0.084024371	5.26E-07	4_Africa
598	1	0.096554401	0.521311819	Background
598	2	0.37742721	2.05E-09	7_Internal
599	1	0.099999564	0.414086173	Background
599	2	0.317718208	1.15E-07	7_Internal
600	1	0.125308041	0.448883506	Background
600	2	0.349640378	6.58E-06	5_Euph_Bart_No_Africa
600	3	0.077276484	4.65E-08	4_Africa
601	1	0.10531446	0.463535541	Background
601	2	0.317659759	0.213204082	5_Euph_Bart_No_Africa
601	3	0.068574686	3.69E-07	4_Africa
602	1	0.234150868	4.68E-07	Background
602	2	2.27E-17	3.90E-06	3_B_alpina
603	1	0.223856499	1.91E-06	Background
603	2	2.27E-17	3.90E-06	3_B_alpina
604	1	0.088973759	0.547931097	Background
604	2	0.280638588	2.11E-05	7_Internal
605	1	0.158282963	0.048438089	Background
605	2	0.295413696	0.544817105	5_Euph_Bart_No_Africa
605	3	0.081013118	7.16E-07	4_Africa
606	1	0.211941627	7.09E-05	Background
606	2	2.27E-17	3.90E-06	3_B_alpina
607	1	0.139867705	2.18E-06	Background
607	2	0.278640074	0.133603351	5_Euph_Bart_No_Africa
607	3	0.05879203	4.97E-08	4_Africa
608	1	0.058469615	0.837765006	Background
608	2	0.236715078	1.42E-07	7_Internal
609	1	0.070197336	0.840246535	Background
609	2	0.274905259	8.73E-07	5_Euph_Bart_No_Africa
609	3	0.060557291	1.09E-06	4_Africa
610	1	0.093824088	0.616127438	Background
610	2	0.30295918	0.302700765	5_Euph_Bart_No_Africa
610	3	0.066741889	3.02E-07	4_Africa
611	1	0.141899651	7.01E-05	Background
611	2	0.221621088	0.908383061	6_S_Am
611	3	0.168282565	0.86971206	0_Euphrasia
612	1	0.195067817	4.15E-07	Background
612	2	0.247332707	0.879364269	6_S_Am
613	1	0.142711601	3.88E-07	Background
613	2	0.188112409	0.908765182	6_S_Am
613	3	0.228290753	0.679287588	0_Euphrasia
614	1	0.197163105	4.14E-06	Background
614	2	2.27E-17	3.90E-06	3_B_alpina
615	1	0.122656949	0.057160472	Background
615	2	0.220359442	1.48E-06	7_Internal
616	1	0.173756324	0.273226189	Background
617	1	0.205829081	3.32E-06	Background
618	1	0.211599799	0.313633299	Background
618	2	2.27E-17	3.90E-06	3_B_alpina
619	1	0.139696813	7.31E-07	Background
619	2	0.289640007	0.889964164	6_S_Am
619	3	0.215400809	0.752629511	0_Euphrasia
620	1	0.201240751	1.54E-07	Background
620	2	0.24277385	0.876074001	6_S_Am
621	1	0.139536892	4.92E-08	Background
621	2	0.217159351	0.915065132	6_S_Am
621	3	0.197012857	0.771978242	0_Euphrasia
622	1	0.105346531	6.02E-08	Background
622	2	0.201971166	5.80E-07	7_Internal
623	1	0.134923248	0.22018275	Background
623	2	0.255583169	2.37E-06	7_Internal
624	1	0.115435587	0.383219306	Background
624	2	0.290052252	0.323351671	5_Euph_Bart_No_Africa
624	3	0.070664382	2.80E-07	4_Africa
625	1	0.103963254	0.733142803	Background
625	2	0.338780682	0.000413498	7_Internal
626	1	0.161838996	0.440148808	Background
626	2	0.188005483	0.977058377	6_S_Am
626	3	0.205952927	0.947563493	0_Euphrasia
627	1	0.153510682	2.85E-06	Background
627	2	0.235805676	0.954378875	6_S_Am
627	3	0.159701558	0.95007778	0_Euphrasia
629	1	0.136906119	0.422967964	Background
629	2	0.196666954	0.97946863	6_S_Am
629	3	0.202356007	0.933827324	0_Euphrasia
630	1	0.196050824	1.18E-06	Background
630	2	0.261901011	0.929673989	6_S_Am
630	3	2.27E-17	3.90E-06	3_B_alpina
631	1	0.214460645	7.27E-08	Background
631	2	0.265202653	0.943146291	6_S_Am
632	1	0.066065394	0.867208967	Background
632	2	0.068253559	3.13E-07	4_Africa
632	3	0.209283454	0.748992584	5_Euph_Bart_No_Africa
633	1	0.206103486	1.09E-06	Background
633	2	0.317095308	0.871397279	6_S_Am
634	1	0.133091536	0.022943826	Background
634	2	0.271664992	0.00013284	5_Euph_Bart_No_Africa
634	3	0.054176955	3.42E-07	4_Africa
635	1	0.16167548	2.69E-06	Background
635	2	0.242216432	0.893346734	6_S_Am
635	3	0.226651048	0.790440655	0_Euphrasia
636	1	0.168841235	0.186950952	Background
636	2	0.272399529	0.901677827	6_S_Am
636	3	0.183926746	0.936963251	0_Euphrasia
637	1	0.163833189	0.017751699	Background
637	2	0.26778903	0.935308949	6_S_Am
637	3	0.162522037	0.947590192	0_Euphrasia
638	1	0.184802705	1.38E-07	Background
638	2	0.172674899	0.933942298	6_S_Am
639	1	0.217860898	0.552642241	Background
639	2	2.27E-17	3.90E-06	3_B_alpina
639	3	0.065475561	3.89E-08	4_Africa
640	1	0.200045023	7.78E-07	Background
640	2	0.258506178	0.887428974	6_S_Am
641	1	0.143410371	0.096257425	Background
641	2	0.262677943	0.947643404	6_S_Am
641	3	0.182585806	0.88501592	0_Euphrasia
642	1	0.16160603	0.080818526	Background
642	2	0.280326132	0.948086243	6_S_Am
642	3	0.189974198	0.930441931	0_Euphrasia
643	1	0.086403354	0.639939428	Background
643	2	0.217485237	0.815165079	5_Euph_Bart_No_Africa
643	3	0.066837872	5.70E-07	4_Africa
644	1	0.155175416	8.65E-07	Background
644	2	0.300413605	0.856699649	6_S_Am
644	3	0.221369291	0.821889418	0_Euphrasia
647	1	0.138708303	0.06643794	Background
647	2	0.269921621	0.292434349	5_Euph_Bart_No_Africa
647	3	0.064369457	6.31E-08	4_Africa
648	1	0.196557007	0.367162085	Background
649	1	0.146921162	3.42E-06	Background
649	2	0.183879573	0.917419082	6_S_Am
649	3	0.198471588	0.847502713	0_Euphrasia
650	1	0.158013809	0.000144997	Background
650	2	0.227718175	0.903939157	6_S_Am
650	3	0.198314566	0.866107613	0_Euphrasia
651	1	0.143084907	1.77E-07	Background
651	2	0.237785418	0.656711987	5_Euph_Bart_No_Africa
651	3	0.077507896	2.10E-07	4_Africa
652	1	0.089060487	0.626871531	Background
652	2	0.23500849	5.46E-07	7_Internal
653	1	0.127427806	0.224452442	Background
653	2	0.261674782	0.450788982	5_Euph_Bart_No_Africa
653	3	0.067687095	1.39E-05	4_Africa
654	1	0.133931233	0.271374837	Background
654	2	0.280794867	0.356672563	7_Internal
655	1	0.180252449	2.04E-07	Background
655	2	0.259026798	0.929629239	6_S_Am
656	1	0.145862846	1.51E-07	Background
656	2	0.261252317	0.514613258	5_Euph_Bart_No_Africa
656	3	0.062070735	9.36E-07	4_Africa
657	1	0.145305049	0.004154005	Background
657	2	0.351103014	0.355974487	5_Euph_Bart_No_Africa
657	3	0.07537356	4.17E-07	4_Africa
658	1	0.169452277	1.58E-06	Background
658	2	0.195857643	0.973081176	6_S_Am
658	3	0.181991387	0.933534913	0_Euphrasia
659	1	0.13338321	6.24E-07	Background
659	2	0.222830524	0.914846988	6_S_Am
659	3	0.163674951	0.895883579	0_Euphrasia
660	1	0.127664123	0.15311402	Background
660	2	0.253572799	0.751883432	5_Euph_Bart_No_Africa
660	3	0.074566006	4.08E-07	4_Africa
661	1	0.193687898	1.06E-07	Background
661	2	0.316045906	0.848665227	6_S_Am
662	1	0.126809987	0.333339877	Background
662	2	0.297282143	0.000463078	7_Internal
663	1	0.122215445	0.294929726	Background
663	2	0.339534193	2.85E-06	5_Euph_Bart_No_Africa
663	3	0.070907746	5.48E-08	4_Africa
664	1	0.221329005	0.015955881	Background
664	2	2.27E-17	3.90E-06	3_B_alpina
665	1	0.209172152	0.00572123	Background
665	2	2.27E-17	3.90E-06	3_B_alpina
666	1	0.247984342	7.23E-06	Background
666	2	0.262665467	0.928780188	6_S_Am
666	3	2.27E-17	3.90E-06	3_B_alpina
667	1	0.193158485	3.98E-06	Background
667	2	0.246345488	0.876221383	6_S_Am
668	1	0.137121031	0.07941234	Background
668	2	0.322050883	0.006228447	5_Euph_Bart_No_Africa
668	3	0.068585953	5.21E-07	4_Africa
669	1	0.124807202	0.223573577	Background
669	2	0.364104199	4.07E-06	7_Internal
670	1	0.13101659	4.83E-07	Background
670	2	0.304961905	0.408987164	5_Euph_Bart_No_Africa
670	3	0.07775484	1.97E-07	4_Africa
671	1	0.142752211	1.92E-06	Background
671	2	0.288071286	0.631245726	5_Euph_Bart_No_Africa
671	3	0.082682069	4.60E-09	4_Africa
672	1	0.140779832	7.08E-09	Background
672	2	0.204020367	0.926327792	6_S_Am
672	3	0.223739331	0.698588495	0_Euphrasia
673	1	0.126407972	0.260276353	Background
673	2	0.287094542	0.106180251	5_Euph_Bart_No_Africa
673	3	0.062064587	9.12E-08	4_Africa
674	1	0.088918061	0.647684925	Background
674	2	0.279312338	0.5061508	5_Euph_Bart_No_Africa
674	3	0.068822426	5.13E-06	4_Africa
675	1	0.187618738	1.24E-06	Background
676	1	0.219348111	8.87E-07	Background
677	1	0.107674702	0.430134578	Background
677	2	0.247367677	2.67E-07	7_Internal
678	1	0.163755549	4.22E-06	Background
678	2	0.295163624	0.88965456	6_S_Am
678	3	0.157622598	0.953030271	0_Euphrasia
679	1	0.147449952	3.12E-07	Background
679	2	0.260851755	0.89366556	6_S_Am
679	3	0.166347829	0.88989361	0_Euphrasia
680	1	0.228532932	0.000358864	Background
680	2	2.27E-17	3.90E-06	3_B_alpina
681	1	0.08997035	0.750884319	Background
681	2	0.288644045	2.62E-07	7_Internal
682	1	0.186110928	9.64E-07	Background
682	2	0.385993441	0.823466697	6_S_Am
683	1	0.207064006	3.03E-07	Background
683	2	0.189410798	0.918883743	6_S_Am
683	3	2.27E-17	3.90E-06	3_B_alpina
684	1	0.173218746	0.523682376	Background
685	1	0.202208496	4.27E-06	Background
685	2	0.172371493	0.934187757	6_S_Am
686	1	0.211396157	0.17125693	Background
686	2	2.27E-17	3.90E-06	3_B_alpina
687	1	0.213317516	0.312723755	Background
687	2	0.055686127	3.79E-07	4_Africa
687	3	2.27E-17	3.90E-06	3_B_alpina
688	1	0.20352895	0.677531576	Background
688	2	0.065785148	1.53E-08	4_Africa
688	3	2.27E-17	3.90E-06	3_B_alpina
690	1	0.169401827	5.86E-07	Background
690	2	0.253412074	0.892154607	6_S_Am
690	3	0.1622566	0.949796478	0_Euphrasia
691	1	0.212966821	7.44E-06	Background
691	2	0.20880967	0.958728346	6_S_Am
692	1	0.199116624	8.36E-09	Background
692	2	0.300840452	0.884794153	6_S_Am
692	3	2.27E-17	3.90E-06	3_B_alpina
693	1	0.116215164	3.18E-05	Background
693	2	0.221597247	1.98E-06	7_Internal
694	1	0.11329795	6.46E-07	Background
694	2	0.182133966	0.921115015	6_S_Am
694	3	0.189215969	0.522705599	0_Euphrasia
695	1	0.215374401	1.00E-06	Background
695	2	0.24862452	0.876292501	6_S_Am
696	1	0.115832154	0.600242105	Background
696	2	0.288276139	0.644381282	5_Euph_Bart_No_Africa
696	3	0.088144188	3.53E-08	4_Africa
697	1	0.168156485	0.041675277	Background
697	2	0.406456472	0.785063331	6_S_Am
697	3	0.220841482	0.830431334	0_Euphrasia
698	1	0.085926003	0.175704946	Background
698	2	0.173306578	7.48E-07	7_Internal
699	1	0.111483173	0.643733676	Background
699	2	0.318318577	3.32E-07	7_Internal
700	1	0.18207574	4.39E-06	Background
700	2	0.258896774	0.891316201	6_S_Am
701	1	0.144001765	9.47E-07	Background
701	2	0.285912296	0.893967007	6_S_Am
701	3	0.204543289	0.73580762	0_Euphrasia
702	1	0.161144837	7.25E-07	Background
702	2	0.260100849	0.775396361	5_Euph_Bart_No_Africa
702	3	0.073668178	3.53E-07	4_Africa
703	1	0.092134518	0.724620757	Background
703	2	0.244893608	0.726224857	5_Euph_Bart_No_Africa
703	3	0.067501539	5.16E-08	4_Africa
704	1	0.09223569	0.774914645	Background
704	2	0.301974729	0.550034558	5_Euph_Bart_No_Africa
704	3	0.083563039	1.75E-07	4_Africa
705	1	0.133289159	0.164882895	Background
705	2	0.284816472	8.22E-06	7_Internal
706	1	0.121646175	0.406969019	Background
706	2	0.274857926	0.151217918	7_Internal
707	1	0.121824786	0.457874118	Background
707	2	0.299795715	1.05E-06	7_Internal
708	1	0.130556545	0.521967814	Background
708	2	0.325083123	2.78E-06	7_Internal
709	1	0.166129843	0.090745748	Background
709	2	0.294835685	0.888184314	6_S_Am
709	3	0.184145103	0.931719289	0_Euphrasia
710	1	0.115198515	0.440982927	Background
710	2	0.268443586	0.610910168	5_Euph_Bart_No_Africa
710	3	0.071661365	4.40E-07	4_Africa
711	1	0.124218668	0.47914706	Background
711	2	0.275707723	0.562548154	5_Euph_Bart_No_Africa
711	3	0.074347743	8.34E-07	4_Africa
712	1	0.168792467	0.012801207	Background
712	2	0.28017485	0.929244066	6_S_Am
712	3	0.18824568	0.936296797	0_Euphrasia
713	1	0.128623402	0.361560633	Background
713	2	0.244754086	0.754493605	5_Euph_Bart_No_Africa
713	3	0.07946369	6.16E-08	4_Africa
714	1	0.066630334	0.811446811	Background
714	2	0.279075686	0.615041498	5_Euph_Bart_No_Africa
714	3	0.081633354	3.54E-07	4_Africa
715	1	0.144210734	1.43E-06	Background
715	2	0.328440658	0.562993316	5_Euph_Bart_No_Africa
715	3	0.085425026	6.57E-06	4_Africa
716	1	0.164094069	5.52E-07	Background
716	2	0.297703648	0.889192161	6_S_Am
716	3	0.209336459	0.868490174	0_Euphrasia
717	1	0.197627115	0.395486655	Background
717	2	2.27E-17	3.90E-06	3_B_alpina
718	1	0.160336067	7.40E-07	Background
718	2	0.23304926	0.816910792	6_S_Am
718	3	2.27E-17	3.90E-06	3_B_alpina
719	1	0.101857413	0.451101309	Background
719	2	0.224144258	0.397358488	5_Euph_Bart_No_Africa
719	3	0.057507211	7.77E-07	4_Africa
720	1	0.103906414	0.565299639	Background
720	2	0.272301862	2.81E-07	7_Internal
721	1	0.218501582	6.78E-07	Background
721	2	0.197670111	0.925776453	6_S_Am
722	1	0.16124368	9.51E-08	Background
722	2	0.325172456	0.844598398	6_S_Am
722	3	0.197598337	0.859127059	0_Euphrasia
723	1	0.119033693	0.536112898	Background
723	2	0.282491525	4.25E-07	7_Internal
724	1	0.118201264	0.525862657	Background
724	2	0.287855398	2.58E-05	7_Internal
725	1	0.129585502	0.403150651	Background
725	2	0.296683075	0.686916657	5_Euph_Bart_No_Africa
725	3	0.090061044	2.07E-08	4_Africa
726	1	0.053713449	0.874687963	Background
726	2	0.17803307	0.864079041	5_Euph_Bart_No_Africa
